as_of_date,ticker,momentum_return_pct,entry_price,actual_price,actual_return_pct,direction_correct
2024-11-04,DHT,24.83,10.11,9.0,-10.98,False
2024-11-18,DHT,3.92,10.75,9.65,-10.23,False
2024-12-03,DHT,-9.97,9.92,10.76,8.47,True
2024-12-17,DHT,1.11,9.0,11.44,27.11,True
2025-01-02,DHT,-5.63,9.65,11.03,14.3,True
2025-01-17,DHT,-6.04,10.76,10.52,-2.23,False
2025-02-03,DHT,-5.25,11.44,10.64,-6.99,False
2025-02-18,DHT,-1.04,11.03,10.57,-4.17,False
2025-03-04,DHT,0.85,10.52,9.89,-5.99,False
2025-03-18,DHT,-0.97,10.64,10.68,0.38,True
2025-04-01,DHT,-3.3,10.57,11.375,7.62,True
2025-04-15,DHT,-1.39,9.89,11.39,15.17,True
2025-04-30,DHT,-8.1,10.68,11.66,9.18,True
2025-05-14,DHT,-11.74,11.375,11.03,-3.03,False
2025-05-29,DHT,-7.01,11.39,11.14,-2.19,False
2025-06-12,DHT,-6.41,11.66,11.29,-3.17,False
2025-06-27,DHT,-6.76,11.03,11.15,1.09,True
2025-07-14,DHT,-1.47,11.14,11.53,3.5,True
2025-07-28,DHT,-4.82,11.29,12.15,7.62,True
2025-08-11,DHT,3.94,11.15,12.76,14.44,True
2025-08-25,DHT,-9.05,11.53,11.445,-0.74,False
2025-09-09,DHT,3.02,12.15,11.92,-1.89,False
2025-09-23,DHT,4.68,12.76,12.86,0.78,True
2025-10-07,DHT,22.03,11.445,13.62,19.0,True
2025-10-21,DHT,10.26,11.92,12.92,8.39,True
2025-11-04,DHT,1.22,12.86,12.66,-1.56,False
2025-11-18,DHT,8.39,13.62,11.73,-13.88,False
2025-12-03,DHT,26.61,12.92,13.27,2.71,True
2025-12-17,DHT,26.68,12.66,14.35,13.35,True
2026-01-02,DHT,33.14,11.73,16.28,38.79,True
2026-01-16,DHT,40.33,13.27,19.24,44.99,True
2026-02-02,DHT,32.14,14.35,16.89,17.7,True
2026-02-17,DHT,18.69,16.28,18.27,12.22,True
2026-03-03,DHT,27.72,19.24,17.67,-8.16,False
2026-03-17,DHT,41.42,16.89,18.26,8.11,True
2026-03-31,DHT,92.6,18.27,17.82,-2.46,False
2026-04-15,DHT,70.02,17.67,16.35,-7.47,False
2026-04-29,DHT,70.34,18.26,16.645,-8.84,False
2026-05-13,DHT,74.59,17.82,17.66,-0.9,False
2024-09-09,DNOW,19.31,11.875,12.21,2.82,True
2024-09-23,DNOW,14.4,12.87,11.88,-7.69,False
2024-10-07,DNOW,4.6,12.67,14.39,13.58,True
2024-10-21,DNOW,13.45,12.21,15.215,24.61,True
2024-11-04,DNOW,8.84,11.88,13.81,16.25,True
2024-11-18,DNOW,4.98,14.39,12.94,-10.08,False
2024-12-03,DNOW,4.02,15.215,13.73,-9.76,False
2024-12-17,DNOW,35.57,13.81,14.91,7.97,True
2025-01-02,DNOW,52.08,12.94,17.62,36.17,True
2025-01-17,DNOW,31.18,13.73,15.06,9.69,True
2025-02-03,DNOW,14.79,14.91,15.19,1.88,True
2025-02-18,DNOW,39.91,17.62,17.29,-1.87,False
2025-03-04,DNOW,43.95,15.06,15.37,2.06,True
2025-03-18,DNOW,80.27,15.19,15.85,4.34,True
2025-04-01,DNOW,6.56,17.29,15.58,-9.89,False
2025-04-15,DNOW,2.85,15.37,14.575,-5.17,False
2025-04-30,DNOW,11.87,15.85,15.04,-5.11,False
2025-05-14,DNOW,1.8,15.58,15.83,1.6,True
2025-05-29,DNOW,11.38,14.575,13.99,-4.01,False
2025-06-12,DNOW,4.46,15.04,15.84,5.32,True
2025-06-27,DNOW,3.73,15.83,14.38,-9.16,False
2025-07-14,DNOW,11.52,13.99,15.65,11.87,True
2025-07-28,DNOW,11.35,15.84,15.27,-3.6,False
2025-08-11,DNOW,6.94,14.38,15.47,7.58,True
2025-08-25,DNOW,4.31,15.65,15.515,-0.86,False
2025-09-09,DNOW,6.54,15.27,14.61,-4.32,False
2025-09-23,DNOW,27.46,15.47,14.61,-5.56,False
2025-10-07,DNOW,28.82,15.515,12.28,-20.85,False
2025-10-21,DNOW,20.45,14.61,14.18,-2.94,False
2025-11-04,DNOW,25.06,14.61,14.03,-3.97,False
2025-11-18,DNOW,14.66,12.28,13.365,8.84,True
2025-12-03,DNOW,26.29,14.18,14.34,1.13,True
2025-12-17,DNOW,-17.93,14.03,15.56,10.91,True
2026-01-02,DNOW,-7.33,13.365,16.115,20.58,True
2026-01-16,DNOW,-5.22,14.34,12.33,-14.02,False
2026-02-02,DNOW,2.87,15.56,11.11,-28.6,False
2026-02-17,DNOW,6.86,16.115,11.91,-26.09,False
2026-03-03,DNOW,1.23,12.33,11.98,-2.84,False
2026-03-17,DNOW,16.28,11.11,13.105,17.96,True
2026-03-31,DNOW,-24.64,11.91,13.15,10.41,True
2026-04-15,DNOW,-22.63,11.98,13.27,10.77,True
2026-04-29,DNOW,-32.83,13.105,13.66,4.24,True
2026-05-13,DNOW,-20.63,13.15,13.54,2.97,True
2024-09-09,DQ,-54.18,14.695,19.73,34.26,True
2024-09-23,DQ,-56.15,16.335,23.43,43.43,True
2024-10-07,DQ,-57.08,26.1,19.01,-27.16,False
2024-10-21,DQ,-46.25,19.73,21.65,9.73,True
2024-11-04,DQ,-11.2,23.43,17.945,-23.41,False
2024-11-18,DQ,-26.88,19.01,20.23,6.42,True
2024-12-03,DQ,-5.78,21.65,19.05,-12.01,False
2024-12-17,DQ,-33.71,17.945,17.5,-2.48,False
2025-01-02,DQ,-9.45,20.23,21.39,5.73,True
2025-01-17,DQ,-25.14,19.05,20.22,6.14,True
2025-02-03,DQ,-26.77,17.5,19.76,12.91,True
2025-02-18,DQ,-11.89,21.39,18.08,-15.47,False
2025-03-04,DQ,-2.82,20.22,14.45,-28.54,False
2025-03-18,DQ,16.59,19.76,12.74,-35.53,False
2025-04-01,DQ,-10.89,18.08,14.99,-17.09,False
2025-04-15,DQ,-32.81,14.45,13.83,-4.29,False
2025-04-30,DQ,-31.99,12.74,14.23,11.7,True
2025-05-14,DQ,-42.02,14.99,15.11,0.8,True
2025-05-29,DQ,-45.94,13.83,20.21,46.13,True
2025-06-12,DQ,-20.77,14.23,22.94,61.21,True
2025-06-27,DQ,-32.61,15.11,21.9,44.94,True
2025-07-14,DQ,-27.36,20.21,23.9,18.26,True
2025-07-28,DQ,-14.1,22.94,27.73,20.88,True
2025-08-11,DQ,30.39,21.9,24.88,13.61,True
2025-08-25,DQ,32.45,23.9,28.31,18.45,True
2025-09-09,DQ,27.32,27.73,26.2,-5.52,False
2025-09-23,DQ,49.9,24.88,31.32,25.88,True
2025-10-07,DQ,86.44,28.31,32.235,13.86,True
2025-10-21,DQ,57.25,26.2,32.47,23.93,True
2025-11-04,DQ,26.24,31.32,31.96,2.04,True
2025-11-18,DQ,45.04,32.235,29.68,-7.93,False
2025-12-03,DQ,43.56,32.47,25.17,-22.48,False
2025-12-17,DQ,66.3,31.96,24.41,-23.62,False
2026-01-02,DQ,63.42,29.68,24.255,-18.28,False
2026-01-16,DQ,74.7,25.17,22.62,-10.13,False
2026-02-02,DQ,53.04,24.41,23.445,-3.95,False
2026-02-17,DQ,35.14,24.255,21.29,-12.22,False
2026-03-03,DQ,37.89,22.62,21.68,-4.16,False
2026-03-17,DQ,18.01,23.445,19.15,-18.32,False
2026-03-31,DQ,10.87,21.29,19.13,-10.15,False
2026-04-15,DQ,25.71,21.68,16.95,-21.82,False
2026-04-29,DQ,13.12,19.15,15.47,-19.22,False
2026-05-13,DQ,55.19,19.13,12.84,-32.88,False
2024-09-09,EEM,4.7,42.14,45.61,8.23,True
2024-09-23,EEM,12.26,44.03,44.73,1.59,True
2024-10-07,EEM,6.93,47.38,43.45,-8.29,False
2024-10-21,EEM,12.95,45.61,43.54,-4.54,False
2024-11-04,EEM,26.56,44.73,42.94,-4.0,False
2024-11-18,EEM,22.59,43.45,41.76,-3.89,False
2024-12-03,EEM,20.2,43.54,42.11,-3.28,False
2024-12-17,EEM,8.16,42.94,42.41,-1.23,False
2025-01-02,EEM,9.84,41.76,44.71,7.06,True
2025-01-17,EEM,8.87,42.11,43.19,2.56,True
2025-02-03,EEM,3.89,42.41,45.11,6.37,True
2025-02-18,EEM,9.21,44.71,43.87,-1.88,False
2025-03-04,EEM,10.63,43.19,42.09,-2.55,False
2025-03-18,EEM,13.47,45.11,43.73,-3.06,False
2025-04-01,EEM,7.23,43.87,46.31,5.56,True
2025-04-15,EEM,9.97,42.09,46.09,9.5,True
2025-04-30,EEM,6.78,43.73,47.88,9.49,True
2025-05-14,EEM,1.52,46.31,48.1,3.87,True
2025-05-29,EEM,7.21,46.09,48.34,4.88,True
2025-06-12,EEM,8.36,47.88,49.165,2.68,True
2025-06-27,EEM,6.96,48.1,49.295,2.48,True
2025-07-14,EEM,13.64,48.34,50.345,4.15,True
2025-07-28,EEM,13.15,49.165,51.195,4.13,True
2025-08-11,EEM,10.11,49.295,53.3,8.12,True
2025-08-25,EEM,15.96,50.345,54.07,7.4,True
2025-09-09,EEM,21.66,51.195,54.315,6.09,True
2025-09-23,EEM,16.47,53.3,54.625,2.49,True
2025-10-07,EEM,19.76,54.07,54.025,-0.08,False
2025-10-21,EEM,24.21,54.315,54.34,0.05,True
2025-11-04,EEM,15.62,54.625,52.61,-3.69,False
2025-11-18,EEM,20.62,54.025,56.23,4.08,True
2025-12-03,EEM,24.47,54.34,57.86,6.48,True
2025-12-17,EEM,25.69,52.61,59.27,12.66,True
2026-01-02,EEM,25.66,56.23,60.86,8.23,True
2026-01-16,EEM,20.44,57.86,58.46,1.04,True
2026-02-02,EEM,29.28,59.27,58.76,-0.86,False
2026-02-17,EEM,40.75,60.86,56.78,-6.7,False
2026-03-03,EEM,39.17,58.46,62.19,6.38,True
2026-03-17,EEM,39.58,58.76,62.7,6.71,True
2026-03-31,EEM,40.37,56.78,67.22,18.39,True
2026-04-15,EEM,33.45,62.19,68.62,10.34,True
2026-04-29,EEM,22.79,62.7,67.51,7.67,True
2026-05-13,EEM,53.63,67.22,67.18,-0.06,False
2024-09-09,EFA,6.58,80.63,80.98,0.43,True
2024-09-23,EFA,16.28,82.57,79.43,-3.8,False
2024-10-07,EFA,12.93,82.08,77.55,-5.52,False
2024-10-21,EFA,15.86,80.98,79.64,-1.65,False
2024-11-04,EFA,22.89,79.43,77.445,-2.5,False
2024-11-18,EFA,20.92,77.55,75.34,-2.85,False
2024-12-03,EFA,17.51,79.64,76.78,-3.59,False
2024-12-17,EFA,8.72,77.445,78.31,1.12,True
2025-01-02,EFA,9.38,75.34,82.51,9.52,True
2025-01-17,EFA,4.77,76.78,82.45,7.38,True
2025-02-03,EFA,0.31,78.31,84.645,8.09,True
2025-02-18,EFA,3.53,82.51,81.855,-0.79,False
2025-03-04,EFA,5.09,82.45,80.54,-2.32,False
2025-03-18,EFA,10.31,84.645,84.73,0.1,True
2025-04-01,EFA,7.09,81.855,86.115,5.2,True
2025-04-15,EFA,6.59,80.54,88.67,10.09,True
2025-04-30,EFA,2.05,84.73,90.4,6.69,True
2025-05-14,EFA,1.67,86.115,89.34,3.74,True
2025-05-29,EFA,9.72,88.67,88.95,0.32,True
2025-06-12,EFA,7.86,90.4,89.3,-1.22,False
2025-06-27,EFA,9.78,89.34,90.01,0.75,True
2025-07-14,EFA,10.39,88.95,92.0,3.43,True
2025-07-28,EFA,12.71,89.3,92.4,3.47,True
2025-08-11,EFA,12.07,90.01,93.13,3.47,True
2025-08-25,EFA,13.54,92.0,94.48,2.7,True
2025-09-09,EFA,19.76,92.4,94.605,2.39,True
2025-09-23,EFA,15.03,93.13,93.56,0.46,True
2025-10-07,EFA,14.03,94.48,92.82,-1.76,False
2025-10-21,EFA,14.51,94.605,95.56,1.01,True
2025-11-04,EFA,15.07,93.56,94.14,0.62,True
2025-11-18,EFA,17.07,92.82,97.03,4.54,True
2025-12-03,EFA,18.62,95.56,99.53,4.15,True
2025-12-17,EFA,21.72,94.14,101.43,7.74,True
2026-01-02,EFA,21.92,97.03,104.2,7.39,True
2026-01-16,EFA,19.99,99.53,100.1,0.57,True
2026-02-02,EFA,26.11,101.43,98.37,-3.02,False
2026-02-17,EFA,32.15,104.2,97.135,-6.78,False
2026-03-03,EFA,27.31,100.1,103.31,3.21,True
2026-03-17,EFA,28.96,98.37,99.94,1.6,True
2026-03-31,EFA,26.82,97.135,103.86,6.92,True
2026-04-15,EFA,19.38,103.31,104.685,1.33,True
2026-04-29,EFA,13.09,99.94,104.69,4.75,True
2026-05-13,EFA,34.39,103.86,102.55,-1.26,False
2024-09-09,EMN,13.46,98.03,107.83,10.0,True
2024-09-23,EMN,20.17,108.01,100.055,-7.37,False
2024-10-07,EMN,17.44,109.26,104.04,-4.78,False
2024-10-21,EMN,36.02,107.83,102.93,-4.54,False
2024-11-04,EMN,43.71,100.055,95.305,-4.75,False
2024-11-18,EMN,49.72,104.04,88.47,-14.97,False
2024-12-03,EMN,35.72,102.93,93.28,-9.38,False
2024-12-17,EMN,25.34,95.305,100.82,5.79,True
2025-01-02,EMN,24.33,88.47,103.495,16.98,True
2025-01-17,EMN,7.51,93.28,93.12,-0.17,False
2025-02-03,EMN,1.6,100.82,91.215,-9.53,False
2025-02-18,EMN,6.39,103.495,88.16,-14.82,False
2025-03-04,EMN,17.11,93.12,77.7,-16.56,False
2025-03-18,EMN,22.98,91.215,76.99,-15.6,False
2025-04-01,EMN,9.16,88.16,80.8,-8.35,False
2025-04-15,EMN,-1.96,77.7,81.55,4.95,True
2025-04-30,EMN,-11.57,76.99,78.94,2.53,True
2025-05-14,EMN,-20.68,80.8,76.22,-5.67,False
2025-05-29,EMN,-20.82,81.55,78.9,-3.25,False
2025-06-12,EMN,-18.42,78.94,76.71,-2.82,False
2025-06-27,EMN,-18.27,76.22,61.09,-19.85,False
2025-07-14,EMN,-22.5,78.9,68.5,-13.18,False
